session_day,session_date,session_start_time,session_end_time,session_duration,session_chair,session_room,session_type,session_speakers,session_id,session_title,session_topic,paper_title,paper_authors,paper_presenter,paper_start_time,paper_end_time
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,A MITRE ATT&CK-Based Anomaly Detection System Using Privacy-Preserving Security Data,Hongil Ju; Jongsik Moon; Dongho Kang,Hongil Ju,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Maritime Cybersecurity: Operational Threat Analysis and Defensive Strategies in OT·IT Convergence,Sarang Na; Seongmin Park; Daeun Kim; Jingang Kim; Jin Seong Lee,Sarang Na,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Effective Strategies for Implementing and Operating a Zero Trust Environment,Seulgi Choi; Jiyong Choi; Youngju Lee; Byungwook Ha,Seulgi Choi,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,A Study on the Analysis of Personal Data Stored in Vehicle Telematics Devices,Kyungrok Park; Samuel Woo,Kyungrok Park,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,AI-Based Automated Threat Scenario Generation Leveraging the ATT&CK Framework,Sarang Na; Seongmin Park; Daeun Kim; Jingang Kim; Joonhyung Lim,Sarang Na,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,A WBC-MAC Framework for Secure Integrity Verification of On-Device AI Models,Hanbin Lee; Junyoung Cho; Hyeon Park; Taesung Kwak; Mee Lan Han; Taeguen Kim,Junyoung Cho,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,A Proactive Cyber Threat Response Framework Integrating Real-Time CTI with MITRE ATT&CK and D3FEND Mapping,Rino Jo; Hanbin Lee; Jihun Han; Woong-Kyo Jung; Jun-Yong Lee; Tae-Young Kang; Byung-Il Kwak; Mee Lan Han; Jungmin Kang,Rino Jo,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Analyzing the Limitations of LLM-Based Multi-cloud Terraform Code Transformation,Yesol Sim; Mijin Kim; Seohee Kim; Seongmin Kim,Yesol Sim,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Enhancing LLM-Based IaC Transformation Accuracy Using an AST-Based Approach,Seohee Kim; Mijin Kim; Yesol Sim; Seongmin Kim,Seohee Kim,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Orchestrating Security Measures for Legacy Devices in Far-Edge Computing Scenarios,Gaetano Francesco Pittalà; Gianluca Davoli; Davide Borsatti; Walter Cerroni,Gaetano Francesco Pittalà,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Forensic Analysis of Gemini's Facilitation of Malware Generation and Distribution,Gayoon Kim; Minjung Yoo; Seunghyun Park; Seongmin Kim,Gayoon Kim,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Enhancing the Flexibility of Cross Domain Solutions through a Zero Trust Overlay Approach,Sangkyu Ham; Jungsoo Park,Sangkyu Ham,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Proposal for a Linkage between Zero Trust and MLS CDS,Yongjae Lee; Jungsoo Park,Yongjae Lee,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,"Never Trust, Verify Every Transfer: A Zero Trust Perspective on CDS",Yujin Kim; Jungsoo Park,Yujin Kim,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Noninvasive Glucose Prediction and Diabetes Classification With ECG and PPG Derived Domain-Specific Features,Sujin Park; Seyeon Lee; Gyuhyeok Lee; Gunwoo Kim,Sujin Park,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Key Considerations for User Management and Roaming in Military Private 5G,Juseoung Lee; Donghyun Kum; Jihoon Choi,Juseoung Lee,16:30,17:15
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,A Study on Enhancing Security in Private 5G Networks Using Post-Quantum Cryptography (PQC)-Based X.509 Certificates,Juseoung Lee; Jihoon Choi; Sookhyun Jeon,Juseoung Lee,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Validation of Traceability Attacks in NAS Registration Procedure,Donghoon Lee; Youngjae Kim; Taeho Won; Bonam Kim; Ilsun You,Donghoon Lee,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Research study on the introduction of CDS into ZTA's 5 Pillars,Yeomin Lee; Jungsoo Park,Yeomin Lee,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,A Multimodal Framework for Phishing Detection,Gi Hong Kim; Sang Min Choi,Gi Hong Kim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Federated Learning in LEO Constellations: A Simulation-Based Study,You Jeong Lee; Jakyoung Yun; Yeon-Sup Lim,You Jeong Lee,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Analysis of Data Tampering Possibilities and Attack Techniques for EDR Data,Suji Lee; Daul Jeon; Junsik Yoon; Samuel Woo; Yousik Lee,Suji Lee,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,A STIX Schema Design for Interoperable Feature Sharing Among AI Security Models,Taehun Kim; Hwankuk Kim,Taehun Kim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,A study on CAN Communication Security Software Design Using Intrusion Alert Messages,Minyoung Chang; Samuel Woo,Minyoung Chang,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,A Proposal for a Method to Detect Malicious Nodes Using CAN ACK-Bit Voltage,Dongwon Lee; Samuel Woo,Dongwon Lee,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,A Genetic Algorithm Approach to Attack Path Optimization Using Attack Graphs,Lee Jong Eun; Kim Dong Wook,Lee Jong Eun,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,High-speed detection technique for encrypted steganography using GPU,Won Seok Choi; Kyung-Mo Sung; Laihyuk Park; Woongsoo Na,Won Seok Choi,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,PX4 autopilot hijacking strategy,Jiwoo Suh; Jaehoon Kim; Weonji Choi; Dohyun Kim; Sangmin Woo; Hyunmin Ju; Yongdae Kim,Jiwoo Suh,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,The Confident Liar: Measuring and Governing Assertive Falsehoods in Persona-Conditioned LLMs,Seokjae Gwon; Seyoung Lee,Seokjae Gwon,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,A Private Blockchain-Based System for Managing the Originality of Digital Evidence,Hae-Yeong Cho; Seongho Lim; Nam In Park; Junseok Byun; Sang-Min Choi,Hae-Yeong Cho,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,A Privacy-Preserving Framework for Personalized Recommendation Systems,Ye-Jin Lee; Sang-Min Choi,Ye-Jin Lee,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,A Differential Privacy Noise Allocation Method Based on Attribute Sensitivity,Yu-Na Kim; Yeon-jin Kim; Il-Gu Lee,Yu-Na Kim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Comparative Analysis of Reactive-based Obstacle Avoidance for Free Floating Space Robots,Myeongjun Kim; Ju-Yong Kim; Ji-Hong Park; Gun-Woo Kim,Myeongjun Kim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Rank-Based Approach to T-Gate Reduction in Q-Circuits,Jinseob Oh; Hoyeong Kim; Soonwook Choi; Dooho Choi,Jinseob Oh,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Multi-factor authentication using electrostatic capacitance,Hohyeon Lim; Seyoung Lee,Hohyeon Lim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Formal Verification of Mixing Preshared Keys in IKEv2 Protocol Using Proverif,Changhyeon Woo; Ilsun You; Bonam Kim,Changhyeon Woo,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Sentra: A Kubernetes Sidecar-Based Multi-Layer Security Gateway for Protecting LLM APIs,Jaeyoung Lee; Chanuk Park; Jaehyun Nam,Chanuk Park,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Weaponizing Infrared Against Lane Detection Systems in Autonomous Vehicles,Hyunmin Ju; Sangmin Woo; Dohyun Kim; Weonji Choi; Yongdae Kim,Hyunmin Ju,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Network Fuzzing Framework for Communication Protocol,Hyeon Park; Taeguen Kim; Songha Ryu,Hyeon Park,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Intrusion Detection Approaches for RESTful Communication in 5G Service-Based Architecture,Youngjae Kim; Bonam Kim; Ilsun You,Youngjae Kim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,An LSTM-based Forgery Detection Method for V2X Messages,Kyung-Mo Sung; Won Seok Choi; Laihyuk Park; Woongsoo Na,Kyung-Mo Sung,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Selective Adaptive Video Watermarking Technique Against Compression and Frame Deletion Attacks,Chaewan Hong; Seung-ha Jee; Il-Gu Lee,Chaewan Hong,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Real-time Anomaly Detection-enhanced Defense for Dynamic Memory Allocation,Ga-Yeong Kim; Na-Eun Park; Il-Gu Lee,Ga-Yeong Kim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Dynamic Link-State-Based Hybrid Communication Scheme for Low Earth Orbit Satellite Networks,Da-eun Yu; Seung-ha Jee; Il-Gu Lee,Da-eun Yu,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,A Data-Firmware Aggregated Transmission Mechanism for Efficient Firmware-Over-The-Air of Low Earth Orbit,Na-Hyun Kim; Yeon-Ji Lee; Il-Gu Lee,Na-Hyun Kim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,DSWEC: A Saliency-Weighted Defense against Camera Exposure Tampering,Seohyun Kim; Sangho Jeon,Seohyun Kim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Improved Hybrid BKZ-MITM Attack on LWE via Noisy-Search,Sieun Bak; Yujeong An; Yongha Son,Sieun Bak,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,"Devilray: Reconfigurable, Evasive and Reference-grade LTE Fake Base Station",Taekkyung Oh; Duckwoo Kim; Beomseok Oh; Mincheol Son; Kwangmin Kim; Sangmin Woo; Jaehoon Kim; Cheoljun Park; Yongdae Kim,Duckwoo Kim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Activation-Guided Fuzzing for Neural Network Analysis,Kim Beomjun; Lee Dongjae,Kim Beomjun,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Practical Fault Attacks on DNN Model Using Slope-based SAD Pattern Matching,Gyeongdeok An; Yunsung Kim; Sangwon Lee; Jaecheol Ha,Gyeongdeok An,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,On-Device DNN Model Binding with TPM-Backed Selective Layer Encryption,Jiseok Bang; Seungkwang Lee,Jiseok Bang,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,LLM-Agent-Based Legal Compliance Evaluation System,Nara Shin; So-Hyun Park; Il-Gu Lee,Nara Shin,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Frequency-Domain Watermarking-Based QR Code Authentication Against Q-Phishing,Taejin Jung; Yeog Kim; Kiwook Sohn; Changhoon Lee,Taejin Jung,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Reverse-Character Obfuscation for LLM Jailbreak: Bypassing Zero-Shot Safety Filters,Nahyun Kim; Younghyo Cho; Yeog Kim; Kiwook Sohn; Changhoon Lee,Nahyun Kim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,session,,12,Session 12,poster 2,Enhanced Security Architecture for Direct Interworking between Commercial 5G and Defense Networks,Jisoo Shin; Yongyoon Shin; Hyunjin Kim; Jonggeun Park,Jisoo Shin,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,poster,,12,Session 12,poster 2,DSWEC: A Saliency-Weighted Defense against Camera Exposure Tampering,Seohyun Kim; Sangho Jeon,Seohyun Kim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,poster,,12,Session 12,poster 2,Improved Hybrid BKZ-MITM Attack on LWE via Noisy-Search,Sieun Bak; Yujeong An; Yongha Son,Sieun Bak,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,poster,,12,Session 12,Poster 2,"Devilray: Reconfigurable, Evasive and Reference-grade LTE Fake Base Station",Taekkyung Oh; Duckwoo Kim; Beomseok Oh; Mincheol Son; Kwangmin Kim; Sangmin Woo; Jaehoon Kim; Cheoljun Park; Yongdae Kim,Duckwoo Kim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,poster,,12,Session 12,Poster 2,Activation-Guided Fuzzing for Neural Network Analysis,Kim Beomjun; Lee Dongjae,Kim Beomjun,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,poster,,12,Session 12,Poster 2,Practical Fault Attacks on DNN Model Using Slope-based SAD Pattern Matching,Gyeongdeok An; Yunsung Kim; Sangwon Lee; Jaecheol Ha,Gyeongdeok An,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,poster,,12,Session 12,Poster 2,On-Device DNN Model Binding with TPM-Backed Selective Layer Encryption,Jiseok Bang; Seungkwang Lee,Jiseok Bang,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,poster,,12,Session 12,Poster 2,LLM-Agent-Based Legal Compliance Evaluation System,Nara Shin; So-Hyun Park; Il-Gu Lee,Nara Shin,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,poster,,12,Session 12,Poster 2,Frequency-Domain Watermarking-Based QR Code Authentication Against Q-Phishing,Taejin Jung; Yeog Kim; Kiwook Sohn; Changhoon Lee,Taejin Jung,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,poster,,12,Session 12,Poster 2,Reverse-Character Obfuscation for LLM Jailbreak: Bypassing Zero-Shot Safety Filters,Nahyun Kim; Younghyo Cho; Yeog Kim; Kiwook Sohn; Changhoon Lee,Nahyun Kim,17:15,18:00
Wednesday,12/17/25,17:15,18:00,45m,,,poster,,12,Session 12,Poster 2,Enhanced Security Architecture for Direct Interworking between Commercial 5G and Defense Networks,Jisoo Shin; Yongyoon Shin; Hyunjin Kim; Jonggeun Park,Jisoo Shin,17:15,18:00
Wednesday,12/17/25,18:00,20:00,2h,,,banquet,,,Banquet,Banquet - Complement of MobiSec conference,,,,18:00,20:00
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13A,Session 13A,Cryptographic Applications and Analysis,ET-BERT with Adapter Fusion: Time-Efficient Continual Learning Framework for Encrypted Traffic Classification,Minsu Kim; Daeho Choi; Younghyo Cho; Yeog Kim; Jungsuk Song; Changhoon Lee; Kiwook Sohn,,09:00,09:18
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13A,Session 13A,Cryptographic Applications and Analysis,Split Credential Authentication: A Privacy-Preserving Protocol with Decoupled Authority and Issuer Roles,Nuttapong Attrapadung; Goichiro Hanaoka; Keisuke Hara; Ryuya Hayashi; Junichiro Hayata; Masaki Kamizono; Hiroshi Kumagai; Takahiro Matsuda; Kenta Nomura; Tsunekazu Saito; Yuta Takata,,09:18,09:36
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13A,Session 13A,Cryptographic Applications and Analysis,"Ghost Recon: An Orchestration-based, Non-Intrusive, Persistent Multimodal Authentication System",Su-Hyeok Jang; Jin-yoon Jeong; Seo-hyun Lee; Hye-Lim Jung; Ki-Woong Park,,09:36,09:54
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13A,Session 13A,Cryptographic Applications and Analysis,Closing Early Attack Surfaces in Bluetooth Secure Simple Pairing using Identity-Based Signatures,Bae Woori; Youn Taek-Young,Bae Woori,09:54,10:12
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13A,Session 13A,Cryptographic Applications and Analysis,Non-Recoverable Signature: Digital Signatures Torelant to Partial Disclosures,Daiki Sasame; Keisuke Hara; Sohto Chiku; Junji Shikata,Daiki Sasame,10:12,10:30
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13A,Session 13A,Cryptographic Applications and Analysis,Education Framework of SOME/IP Security Enhancement through Game-Based Learning and Testing Tool Development,Johee Park; Sung Bum Park; Dong Hoon Lee,,10:30,10:45
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13B,Session 13B,Adaptive Intelligence and System Security 1,Pareto-Optimized Dynamic Tuner for Anomaly Detection of Battery-Constrained Internet of Things,Gyuha Son; Seo-Yi Kim; Il-Gu Lee,,09:00,09:18
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13B,Session 13B,Adaptive Intelligence and System Security 1,Real-time Channel Adaptive Guard Interval Adjustment and Secondary Data Transmission Framework,Jung-Min Moon; Na-Eun Park; Il-Gu Lee,Jung-Min Moon,09:18,09:36
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13B,Session 13B,Adaptive Intelligence and System Security 1,Protecting the Preamble: An Adaptive Scheduling Approach for Reliable Multi-Link Operation,Ye-Sin Kim; Jin-Min Lee; Il-Gu Lee,Ye-Sin Kim,09:36,09:54
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13B,Session 13B,Adaptive Intelligence and System Security 1,Adversarial Attacks on Plausibility Checks in V2X Security,Jungwoo Park; Kunho Park; Sanghoon Jeon,Jungwoo Park,09:54,10:12
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13B,Session 13B,Adaptive Intelligence and System Security 1,Design and Evaluation of a Management Target Control Mechanism in a Function for Tracing Diffusion of Classified Information on KVM,Hideaki Moriyama; Toshihiro Yamauchi; Masaya Sato; Hideo Taniguchi,,10:12,10:30
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13C,Session 13C,Special Session,One Passport to Govern Them All: Bringing Order to IoT Security and Compliance,Sara Nieves Matheu Garcia; Antonio Skarmeta,Sara Nieves Matheu Garcia,09:00,09:18
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13C,Session 13C,Special Session,Replicating Network Topologies through the use of LLMs,Ramon Sanchez-Iborra; Jorge Gallego Madrid; Javier Prieto; Mahmoud Abbasi; Antonio Skarmeta,,09:18,09:36
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13C,Session 13C,Special Session,Prioritized Multi-Criteria Optimization for Efficient Cloud-Native Application Resource Allocation,Polyzois Soumplis; Aristotelis Kretsis; Georgios Kontos; Konstantinos Christodoulopoulos; Konstantinos Yiannopoulos; Panagiotis Kokkinos; Emmanouel Varvarigos,Polyzois Soumplis,09:36,09:54
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13C,Session 13C,Special Session,Enhancing Privacy in Multi-Domain Network Intent Negotiation,Pedro Martinez-Julia; Ved Kafle; Hitoshi Asaeda; Diego Lopez; Antonio Skarmeta,,09:54,10:12
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13C,Session 13C,Special Session,"Defending Minds, Not Just Machines: An Agentic Approach to Cognitive Security",Roberto Gonzalez; Jaime Fúster; Michele Gucciardo; Davide Sanvito; Giuseppe Siracusano; Roberto Bifulco,Jaime Fúster,10:12,10:30
Thursday,12/18/25,09:00,10:30,1h 30m,,,session,,13C,Session 13C,Special Session,Lightweight Secure Federated Learning for Energy-Constrained IoT: A Case Study in Smart Irrigation,Zohra Dakhia; Adrián Cánovas-Rodríguez; Mariateresa Russo; Aurora González-Vidal; Massimo Merenda; Antonio Fernando Skarmeta-Gómez,,10:30,10:45
Thursday,12/18/25,10:30,10:45,15m,,,break,,,Break,Break (15M),,,,,
Thursday,12/18/25,10:45,12:00,1h 15m,,,session,,14A,Session 14A,Digital Asset Protection,Invisible Watermarking with DWT-SVD for Safeguarding Copyrighted Images against Unauthorized Generative AI Training,Seo-Yi Kim; Na-Eun Park; Il-Gu Lee,,11:00,11:18
Thursday,12/18/25,10:45,12:00,1h 15m,,,session,,14A,Session 14A,Digital Asset Protection,Hidden in the Noise: Noise-Embedded Watermarking for Black-Box Image Classifiers,Yeon-Ji Lee; Hye-Yeon Shim; Yeon-Woo Lee; Su-Ji Park; Il-Gu Lee,,11:18,11:36
Thursday,12/18/25,10:45,12:00,1h 15m,,,session,,14A,Session 14A,Digital Asset Protection,Cross-Artifact Comparative Analysis of Legal and Illegal Korean Streaming Sites,Su-bin Lee; Da-hyung Kim; Jeong-hwa Ryu; Seongmin Kim,,11:36,12:00
Thursday,12/18/25,10:45,12:00,1h 15m,,,session,,14B,Session 14B,Adaptive Intelligence and System Security 2,Spatio-Temporal Adaptive Reinforcement Learning for Task Offloading in Mobile Edge Computing,Boyao Qu; Mingqiang Zhu; Tianhao Peng; Boyang Shang; Yuyin Ma,,11:00,11:18
Thursday,12/18/25,10:45,12:00,1h 15m,,,session,,14B,Session 14B,Adaptive Intelligence and System Security 2,Drain-Like Log Parsing for Distributed Systems: Efficient Template Mining on HDFS Datasets,Gobinda Bhattacharjee; Tanjim Mahmud; Karl Andersson; Mohammad Shahadat Hossain,,11:18,11:36
Thursday,12/18/25,10:45,12:00,1h 15m,,,session,,14B,Session 14B,Adaptive Intelligence and System Security 2,Friendly-fire: Measurement and Analysis of the Interaction Dynamics Between Anti-Malware and PETs,Carl Dickinson; Amin Sahebi; Shishir Nagaraja; Mujeeb Ahmed,,11:36,12:00
Thursday,12/18/25,10:45,12:00,1h 15m,,,session,,14C,Session 14C,Covert Threat Analysis,Binary Lifting into LLVM IR with Large Language Models,Sieun Jo; Jiwon Lee; Dong Hoon Lee; Wonsuk Choi,,11:00,11:18
Thursday,12/18/25,10:45,12:00,1h 15m,,,session,,14C,Session 14C,Covert Threat Analysis,Classification of Tor Metadata Combinations for Investigation,Yiseul Choi; Junga Kim; Seongmin Kim,Yiseul Choi,11:18,11:36
Thursday,12/18/25,10:45,12:00,1h 15m,,,session,,14C,Session 14C,Covert Threat Analysis,ObfSwin: Transformer-based Multi-class Obfuscation Classification for Windows Portable Executable,Junhyuk Kang; Jaewoo Lee; Wonsuk Choi; Dong Hoon Lee,,11:36,12:00
Thursday,12/18/25,12:00,13:30,1h 30m,,,lunch,,,Lunch,Lunch - Complement of MobiSec conference,,,,,
Thursday,12/18/25,13:30,15:30,2h,,,workshop,,15,Session 15,AirGap Project Workshop,,,,,
Thursday,12/18/25,15:30,17:00,1h 30m,,,forum,,16,Session 16,E-Business Information Systems & Cyber Security Insight Hour,,,,15:30,17:00
Friday,12/19/25,09:00,11:00,2h,,,roundtable,,17,Session 17,Roundtable,,,,09:00,11:00
